state_abb,state,county,2018-2019,2019-2020,2023-2024,2024-2025,perc_change,pop_2023,pop_tier,prepand_herd,postpand_herd,fiptxt,name,goppct24,dempct24,urbrur2013,urb_rur2013_grp
AL,ALABAMA,AUTAUGA COUNTY,94.0966011,NA,NA,92.7731092,-1.4065246613886413,60342,50-100K,n,n,01001,AUTAUGA,72.7,26.4,3,3 Medium metro
AL,ALABAMA,BALDWIN COUNTY,89.3248175,NA,NA,91.8897943,2.8715164181555783,253507,100-500K,n,n,01003,BALDWIN,78.6,20.5,4,4 Small city-rural
AL,ALABAMA,BARBOUR COUNTY,96.031746,NA,NA,97.0711297,1.082333440027225,24585,10-50K,y,y,01005,BARBOUR,57,42.3,6,4 Small city-rural
AL,ALABAMA,BIBB COUNTY,95.1690821,NA,NA,95.1020408,-0.07044441169408278,21868,10-50K,y,y,01007,BIBB,81.9,17.5,2,2 Suburb of major metro
AL,ALABAMA,BLOUNT COUNTY,97.1181556,NA,NA,95.7446809,-1.4142306261013868,59816,50-100K,y,y,01009,BLOUNT,90.2,9.2,2,2 Suburb of major metro
AL,ALABAMA,BULLOCK COUNTY,92.8571429,NA,NA,88.8888889,-4.273504305719926,9897,5-10K,n,n,01011,BULLOCK,26.8,72.6,6,4 Small city-rural
AL,ALABAMA,BUTLER COUNTY,97.0588235,NA,NA,90.5063291,-6.751054838409408,18382,10-50K,y,n,01013,BUTLER,61.1,38.4,6,4 Small city-rural
AL,ALABAMA,CALHOUN COUNTY,95.9367946,NA,NA,93.0752048,-2.982786543923156,116429,100-500K,y,n,01015,CALHOUN,71.9,27.2,4,4 Small city-rural
AL,ALABAMA,CHAMBERS COUNTY,95.9349593,NA,NA,94.9090909,-1.0693374005527891,34079,10-50K,y,n,01017,CHAMBERS,61.3,38,5,4 Small city-rural
AL,ALABAMA,CHEROKEE COUNTY,95.9409594,NA,NA,94.4625407,-1.5409671836156411,25666,10-50K,y,n,01019,CHEROKEE,87.5,12,6,4 Small city-rural
AL,ALABAMA,CHILTON COUNTY,91.3294798,NA,NA,93.877551,2.7899766927173513,46431,10-50K,n,n,01021,CHILTON,85.8,13.7,2,2 Suburb of major metro
AL,ALABAMA,CHOCTAW COUNTY,96,NA,NA,90.1408451,-6.103286354166664,12252,10-50K,y,n,01023,CHOCTAW,61.7,37.8,6,4 Small city-rural
AL,ALABAMA,CLARKE COUNTY,96.4285714,NA,NA,91.2133891,-5.408337201602469,22337,10-50K,y,n,01025,CLARKE,58.3,41.2,6,4 Small city-rural
AL,ALABAMA,CLAY COUNTY,96.4285714,NA,NA,92.9292929,-3.628881408482623,14111,10-50K,y,n,01027,CLAY,84.9,14.7,6,4 Small city-rural
AL,ALABAMA,CLEBURNE COUNTY,98.5915493,NA,NA,90.9090909,-7.792207805380337,15639,10-50K,y,n,01029,CLEBURNE,91.5,7.9,6,4 Small city-rural
AL,ALABAMA,COFFEE COUNTY,96.4383562,NA,NA,93.0645161,-3.498442147855681,55643,50-100K,y,n,01031,COFFEE,78.6,20.7,5,4 Small city-rural
AL,ALABAMA,COLBERT COUNTY,96.9639469,NA,NA,94.6859903,-2.3492820505226333,58361,50-100K,y,n,01033,COLBERT,72.8,26.3,4,4 Small city-rural
AL,ALABAMA,CONECUH COUNTY,97.6190476,NA,NA,90.6976744,-7.090187181871259,11174,10-50K,y,n,01035,CONECUH,56.6,42.7,6,4 Small city-rural
AL,ALABAMA,COOSA COUNTY,89.8305085,NA,NA,100,11.320754685475263,10268,10-50K,n,y,01037,COOSA,71.4,28.1,5,4 Small city-rural
AL,ALABAMA,COVINGTON COUNTY,95.6962025,NA,NA,95.5947137,-0.10605311114618649,37952,10-50K,y,y,01039,COVINGTON,86,13.6,6,4 Small city-rural
AL,ALABAMA,CRENSHAW COUNTY,99.3975904,NA,NA,93.4911243,-5.942262861937554,13101,10-50K,y,n,01041,CRENSHAW,77.2,22.5,6,4 Small city-rural
AL,ALABAMA,CULLMAN COUNTY,93.0283224,NA,NA,92.3736892,-0.7036923628325031,92016,50-100K,n,n,01043,CULLMAN,89.9,9.4,5,4 Small city-rural
AL,ALABAMA,DALE COUNTY,96.6386555,NA,NA,96.0187354,-0.641482538009859,49871,10-50K,y,y,01045,DALE,75.8,23.5,5,4 Small city-rural
AL,ALABAMA,DALLAS COUNTY,93.4210526,NA,NA,92.3076923,-1.1917659553324271,36165,10-50K,n,n,01047,DALLAS,33.4,65.9,5,4 Small city-rural
AL,ALABAMA,DEKALB COUNTY,94.129979,NA,NA,91.5017462,-2.7921315057342113,72569,50-100K,n,n,01049,DEKALB,86.6,12.7,6,4 Small city-rural
AL,ALABAMA,ELMORE COUNTY,93.3333333,NA,NA,90.4942966,-3.0418250368006485,90441,50-100K,n,n,01051,ELMORE,75.6,23.6,3,3 Medium metro
AL,ALABAMA,ESCAMBIA COUNTY,97.2286374,NA,NA,95.2380952,-2.0472797451751603,36558,10-50K,y,y,01053,ESCAMBIA,72.9,26.6,6,4 Small city-rural
AL,ALABAMA,ETOWAH COUNTY,92.721519,NA,NA,92.6553672,-0.07134460340322041,103241,100-500K,n,n,01055,ETOWAH,77.5,21.8,4,4 Small city-rural
AL,ALABAMA,FAYETTE COUNTY,86,NA,NA,91.5343915,6.435338953488374,15967,10-50K,n,n,01057,FAYETTE,85.7,13.7,6,4 Small city-rural
AL,ALABAMA,FRANKLIN COUNTY,84.8484848,NA,NA,97.3630832,14.749348122713911,31802,10-50K,n,y,01059,FRANKLIN,86.3,13,6,4 Small city-rural
AL,ALABAMA,GENEVA COUNTY,98.3974359,NA,NA,97.9041916,-0.5012775947752063,26988,10-50K,y,y,01061,GENEVA,88.2,11.2,4,4 Small city-rural
AL,ALABAMA,GREENE COUNTY,91.1392405,NA,NA,85,-6.7361111046344515,7341,5-10K,n,n,01063,GREENE,21.9,77.6,6,4 Small city-rural
AL,ALABAMA,HALE COUNTY,92.5531915,NA,NA,94.4444444,2.0434226733283496,14888,10-50K,n,n,01065,HALE,46.2,53.1,4,4 Small city-rural
AL,ALABAMA,HENRY COUNTY,98.4042553,NA,NA,94.7089947,-3.755183745595598,17899,10-50K,y,n,01067,HENRY,75.1,24.3,4,4 Small city-rural
AL,ALABAMA,HOUSTON COUNTY,91.6216216,NA,NA,93.3835846,1.9230864606308165,108462,100-500K,n,n,01069,HOUSTON,73.5,25.7,4,4 Small city-rural
AL,ALABAMA,JACKSON COUNTY,92.6573427,NA,NA,91.8669131,-0.8530674169657552,53467,50-100K,n,n,01071,JACKSON,85.4,13.9,5,4 Small city-rural
AL,ALABAMA,JEFFERSON COUNTY,95.3350988,NA,NA,94.8496659,-0.5091859200968212,662895,500K+,y,n,01073,JEFFERSON,44.2,54.6,1,1 Urban core of major metro
AL,ALABAMA,LAMAR COUNTY,97.1751412,NA,NA,94.5121951,-2.740357325048073,13661,10-50K,y,n,01075,LAMAR,87.8,11.7,6,4 Small city-rural
AL,ALABAMA,LAUDERDALE COUNTY,95.9385291,NA,NA,94.3961353,-1.6076896471826438,96814,50-100K,y,n,01077,LAUDERDALE,75.3,23.8,4,4 Small city-rural
AL,ALABAMA,LAWRENCE COUNTY,93.75,NA,NA,91.8566775,-2.0195440000000056,33502,10-50K,n,n,01079,LAWRENCE,80.8,18.5,4,4 Small city-rural
AL,ALABAMA,LEE COUNTY,96.3876147,NA,NA,95.9195402,-0.48561685176757896,183215,100-500K,y,y,01081,LEE,63.3,35.5,4,4 Small city-rural
AL,ALABAMA,LIMESTONE COUNTY,95.9141982,NA,NA,93.6082474,-2.4041808650598724,114654,100-500K,y,n,01083,LIMESTONE,71.4,27.5,3,3 Medium metro
AL,ALABAMA,LOWNDES COUNTY,100,NA,NA,87.38738740000001,-12.612612599999997,9717,5-10K,y,n,01085,LOWNDES,31.1,68.4,3,3 Medium metro
AL,ALABAMA,MACON COUNTY,100,NA,NA,93.0232558,-6.976744199999995,18370,10-50K,y,n,01087,MACON,21.5,77.8,6,4 Small city-rural
AL,ALABAMA,MADISON COUNTY,91.4450036,NA,NA,93.7470167,2.517374388292987,412600,100-500K,n,n,01089,MADISON,53.7,44.7,3,3 Medium metro
AL,ALABAMA,MARENGO COUNTY,89.95983939999999,NA,NA,91.1504425,1.3234829096415643,18684,10-50K,n,n,01091,MARENGO,51.6,47.9,6,4 Small city-rural
AL,ALABAMA,MARION COUNTY,92.25,NA,NA,91.0810811,-1.2671207588075808,29244,10-50K,n,n,01093,MARION,90.5,8.9,6,4 Small city-rural
AL,ALABAMA,MARSHALL COUNTY,93.8715953,NA,NA,94.7636364,0.950277980414802,100756,100-500K,n,n,01095,MARSHALL,85.5,13.8,5,4 Small city-rural
AL,ALABAMA,MOBILE COUNTY,92.6229508,NA,NA,93.1620209,0.5820048868492691,411640,100-500K,n,n,01097,MOBILE,57.7,41.3,3,3 Medium metro
AL,ALABAMA,MONROE COUNTY,97.3584906,NA,NA,94.4444444,-2.993109467948138,19229,10-50K,y,n,01099,MONROE,61.3,38.2,6,4 Small city-rural
AL,ALABAMA,MONTGOMERY COUNTY,91.6357643,NA,NA,92.12865,0.5378748175072523,224980,100-500K,n,n,01101,MONTGOMERY,34.1,64.8,3,3 Medium metro
AL,ALABAMA,MORGAN COUNTY,94.3197756,NA,NA,93.5082873,-0.8603585990719811,125133,100-500K,n,n,01103,MORGAN,75.8,23.2,4,4 Small city-rural
AL,ALABAMA,PERRY COUNTY,91.8918919,NA,NA,90.2439024,-1.7934003380770551,7738,5-10K,n,n,01105,PERRY,28.5,71.2,6,4 Small city-rural
AL,ALABAMA,PICKENS COUNTY,97.4025974,NA,NA,92.6229508,-4.907103842797521,18688,10-50K,y,n,01107,PICKENS,61.4,38.1,4,4 Small city-rural
AL,ALABAMA,PIKE COUNTY,92.9906542,NA,NA,94.6058091,1.736900244325848,33137,10-50K,n,n,01109,PIKE,62.2,37.1,5,4 Small city-rural
AL,ALABAMA,RANDOLPH COUNTY,94.5017182,NA,NA,95.5390335,1.0976681903335044,22786,10-50K,n,y,01111,RANDOLPH,82.2,17.3,6,4 Small city-rural
AL,ALABAMA,RUSSELL COUNTY,86.10038610000001,NA,NA,93.287037,8.346827726943248,58744,50-100K,n,n,01113,RUSSELL,48.7,50.4,3,3 Medium metro
AL,ALABAMA,SHELBY COUNTY,95.4285714,NA,NA,94.2815249,-1.2019948356892127,233000,100-500K,y,n,01117,SHELBY,69.9,29,2,2 Suburb of major metro
AL,ALABAMA,ST.CLAIR COUNTY,95.8100559,NA,NA,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA
AL,ALABAMA,SUMTER COUNTY,100,NA,NA,97.0588235,-2.941176499999998,11727,10-50K,y,y,01119,SUMTER,29.1,70.3,6,4 Small city-rural
AL,ALABAMA,TALLADEGA COUNTY,96.5940054,NA,NA,95.5764075,-1.053479349765115,81132,50-100K,y,y,01121,TALLADEGA,66.6,32.9,5,4 Small city-rural
AL,ALABAMA,TALLAPOOSA COUNTY,95.423341,NA,NA,96.0099751,0.6147700278069338,40677,10-50K,y,y,01123,TALLAPOOSA,74.5,24.9,6,4 Small city-rural
AL,ALABAMA,TUSCALOOSA COUNTY,90.9260121,NA,NA,90.6637168,-0.28847113597319285,237373,100-500K,n,n,01125,TUSCALOOSA,59.8,39.3,4,4 Small city-rural
AL,ALABAMA,WALKER COUNTY,93.9862543,NA,NA,94.7651007,0.8286811787540291,64728,50-100K,n,n,01127,WALKER,85.6,13.8,2,2 Suburb of major metro
AL,ALABAMA,WASHINGTON COUNTY,95.212766,NA,NA,92.0289855,-3.343858847667549,15022,10-50K,y,n,01129,WASHINGTON,77.5,22.1,6,4 Small city-rural
AL,ALABAMA,WILCOX COUNTY,91.044776100000007,NA,NA,85.7142857,-5.854800932395284,9944,5-10K,n,n,01131,WILCOX,34.1,65.6,6,4 Small city-rural
AL,ALABAMA,WINSTON COUNTY,94.5054945,NA,NA,90.5594406,-4.175475638614855,23611,10-50K,n,n,01133,WINSTON,91.6,7.9,6,4 Small city-rural
AL,ALABAMA,ST. CLAIR COUNTY,NA,NA,NA,91.5697674,NA,95552,50-100K,NA,n,01115,ST. CLAIR,81.7,17.6,2,2 Suburb of major metro
AK,ALASKA,ANCHORAGE MUNICIPALITY,80,NA,NA,77,-3.750000000000003,286075,100-500K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,KODIAK ISLAND BOROUGH,75,NA,NA,72,-4.0000000000000036,12565,10-50K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,KENAI PENINSULA BOROUGH,75,NA,NA,72,-4.0000000000000036,61223,50-100K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,COPPER RIVER CENSUS AREA,75,NA,NA,72,-4.0000000000000036,2674,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,CHUGACH CENSUS AREA,75,NA,NA,72,-4.0000000000000036,6769,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,YUKON-KOYUKUK CENSUS AREA,72,NA,NA,62,-13.888888888888888,5129,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,DENALI BOROUGH,72,NA,NA,62,-13.888888888888888,1584,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,FAIRBANKS NORTH STAR BOROUGH,72,NA,NA,62,-13.888888888888888,94840,50-100K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,SOUTHEAST FAIRBANKS CENSUS AREA,72,NA,NA,62,-13.888888888888888,7077,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,MATANUSKA-SUSITNA BOROUGH,80,NA,NA,75,-6.250000000000005,115239,100-500K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,NORTH SLOPE BOROUGH,92,NA,NA,94,2.1739130434782505,10603,10-50K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,NORTHWEST ARCTIC BOROUGH,92,NA,NA,94,2.1739130434782505,7361,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,NOME CENSUS AREA,92,NA,NA,94,2.1739130434782505,9763,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,YAKUTAT CITY AND BOROUGH,78,NA,NA,82,5.128205128205118,687,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,SKAGWAY MUNICIPALITY,78,NA,NA,82,5.128205128205118,1095,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,HOONAH-ANGOON CENSUS AREA,78,NA,NA,82,5.128205128205118,2262,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,HAINES BOROUGH,78,NA,NA,82,5.128205128205118,2070,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,JUNEAU CITY AND BOROUGH,78,NA,NA,82,5.128205128205118,31555,10-50K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,SITKA CITY AND BOROUGH,78,NA,NA,82,5.128205128205118,8282,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,WRANGELL CITY AND BOROUGH,78,NA,NA,82,5.128205128205118,2064,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,PETERSBURG BOROUGH,78,NA,NA,82,5.128205128205118,3427,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,KETCHIKAN GATEWAY BOROUGH,78,NA,NA,82,5.128205128205118,13738,10-50K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,PRINCE OF WALES-HYDER CENSUS AREA,78,NA,NA,82,5.128205128205118,5696,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,ALEUTIANS WEST CENSUS AREA,88,NA,NA,89,1.1363636363636374,5160,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,ALEUTIANS EAST BOROUGH,88,NA,NA,89,1.1363636363636374,3461,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,BRISTOL BAY BOROUGH,88,NA,NA,89,1.1363636363636374,844,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,DILLINGHAM CENSUS AREA,88,NA,NA,89,1.1363636363636374,4607,0-5K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,BETHEL CENSUS AREA,88,NA,NA,89,1.1363636363636374,18224,10-50K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,KUSILVAK CENSUS AREA,88,NA,NA,89,1.1363636363636374,8001,5-10K,n,n,NA,NA,NA,NA,NA,NA
AK,ALASKA,LAKE AND PENINSULA BOROUGH,88,NA,NA,89,1.1363636363636374,1331,0-5K,n,n,NA,NA,NA,NA,NA,NA
AZ,ARIZONA,APACHE COUNTY,93.015350877193,NA,90.91505791505791,NA,-2.258006815356814,65036,50-100K,n,n,04001,APACHE,40,58.9,6,4 Small city-rural
AZ,ARIZONA,COCHISE COUNTY,94.9858934169279,NA,91.26077586206895,NA,-3.9217587168528487,124640,100-500K,n,n,04003,COCHISE,61,37.8,4,4 Small city-rural
AZ,ARIZONA,COCONINO COUNTY,91.4594861660079,NA,88.62456140350878,NA,-3.099650874217096,144472,100-500K,n,n,04005,COCONINO,39.4,59.2,4,4 Small city-rural
AZ,ARIZONA,GILA COUNTY,90.53217391304348,NA,89.39856801909308,NA,-1.2521580394603535,54003,50-100K,n,n,04007,GILA,68.4,30.8,5,4 Small city-rural
AZ,ARIZONA,GRAHAM COUNTY,93.31749460043196,NA,89.25669642857143,NA,-4.351593652667292,39525,10-50K,n,n,04009,GRAHAM,73.6,25.5,5,4 Small city-rural
AZ,ARIZONA,GREENLEE COUNTY,94.61635220125788,NA,81.87341772151899,NA,-13.46800440227653,9369,5-10K,n,n,04011,GREENLEE,69.8,28.8,6,4 Small city-rural
AZ,ARIZONA,LA PAZ COUNTY,97.06493506493509,NA,90,NA,-7.278565694407284,16710,10-50K,y,n,04012,LA PAZ,71.7,27.6,6,4 Small city-rural
AZ,ARIZONA,MARICOPA COUNTY,92.855138210757,NA,88.985079589377,NA,-4.167845415938072,4585871,500K+,n,n,04013,MARICOPA,51.2,47.7,1,1 Urban core of major metro
AZ,ARIZONA,MOHAVE COUNTY,88.22542372881355,NA,79.80024360535931,NA,-9.549605734228578,223682,100-500K,n,n,04015,MOHAVE,77.6,21.8,4,4 Small city-rural
AZ,ARIZONA,NAVAJO COUNTY,88.39804772234274,NA,83.19401444788441,NA,-5.887045481823462,109175,100-500K,n,n,04017,NAVAJO,58.1,40.9,5,4 Small city-rural
AZ,ARIZONA,PIMA COUNTY,95.90939856894218,NA,94.46187387004149,NA,-1.5092626171148271,1063162,500K+,y,n,04019,PIMA,41.8,57,3,3 Medium metro
AZ,ARIZONA,PINAL COUNTY,92.18563789152024,NA,88.32243544183842,NA,-4.190677135876478,484239,100-500K,n,n,04021,PINAL,60.6,38.5,2,2 Suburb of major metro
AZ,ARIZONA,SANTA CRUZ COUNTY,97.82971014492752,NA,97.17375886524825,NA,-0.6705031413336056,49158,10-50K,y,y,04023,SANTA CRUZ,40.3,58.9,5,4 Small city-rural
AZ,ARIZONA,YAVAPAI COUNTY,84.70379746835442,NA,79.11549707602339,NA,-6.597461459055411,249081,100-500K,n,n,04025,YAVAPAI,66.5,32.6,4,4 Small city-rural
AZ,ARIZONA,YUMA COUNTY,97.67331399564902,NA,96.06473466315391,NA,-1.6468974653268682,213221,100-500K,y,y,04027,YUMA,59.7,39.3,4,4 Small city-rural
AR,ARKANSAS,ARKANSAS COUNTY,101.58035712600002,NA,NA,98.915395763,-2.623500683005495,16307,10-50K,y,y,05001,ARKANSAS,71.2,27.1,6,4 Small city-rural
AR,ARKANSAS,ASHLEY COUNTY,99.63729887443948,NA,NA,100,0.36402143540402593,18262,10-50K,y,y,05003,ASHLEY,73.2,25.2,6,4 Small city-rural
AR,ARKANSAS,BAXTER COUNTY,98.83307649152542,NA,NA,97.27213213841809,-1.5793744447904303,42875,10-50K,y,y,05005,BAXTER,77.6,20.7,5,4 Small city-rural
AR,ARKANSAS,BENTON COUNTY,99.8240916396794,NA,NA,99.23121774943766,-0.5939186427879144,311013,100-500K,y,y,05007,BENTON,62.1,35.2,3,3 Medium metro
AR,ARKANSAS,BOONE COUNTY,99.78719487790477,NA,NA,96.79597469023138,-2.9975992323797693,38530,10-50K,y,y,05009,BOONE,81.6,16.7,5,4 Small city-rural
AR,ARKANSAS,BRADLEY COUNTY,100,NA,NA,100,0,10104,10-50K,y,y,05011,BRADLEY,69,29.9,6,4 Small city-rural
AR,ARKANSAS,CALHOUN COUNTY,100,NA,NA,100,0,4641,0-5K,y,y,05013,CALHOUN,80,18.1,5,4 Small city-rural
AR,ARKANSAS,CARROLL COUNTY,100,NA,NA,99.04502163127272,-0.954978368727282,28814,10-50K,y,y,05015,CARROLL,64.7,33,6,4 Small city-rural
AR,ARKANSAS,CHICOT COUNTY,98.9978903113924,NA,NA,98.5074626925373,-0.49539198998331674,9538,5-10K,y,y,05017,CHICOT,47.5,51.5,6,4 Small city-rural
AR,ARKANSAS,CLARK COUNTY,99.71607973169532,NA,NA,100,0.28472867071049085,21274,10-50K,y,y,05019,CLARK,59.1,38.6,5,4 Small city-rural
AR,ARKANSAS,CLAY COUNTY,99.3041926663158,NA,NA,97.85620753105265,-1.458130917119199,14201,10-50K,y,y,05021,CLAY,79.9,18.3,6,4 Small city-rural
AR,ARKANSAS,CLEBURNE COUNTY,100,NA,NA,97.45635095,-2.5436490500000133,25445,10-50K,y,y,05023,CLEBURNE,83.2,15.2,6,4 Small city-rural
AR,ARKANSAS,CLEVELAND COUNTY,98.84004883076922,NA,NA,98.78663005604396,-0.05404567820147552,7378,5-10K,y,y,05025,CLEVELAND,83.1,15.5,4,4 Small city-rural
AR,ARKANSAS,COLUMBIA COUNTY,99.09582873466258,NA,NA,96.05005639785276,-3.0735626067219544,22150,10-50K,y,y,05027,COLUMBIA,67.6,31.1,5,4 Small city-rural
AR,ARKANSAS,CONWAY COUNTY,99.6256657682243,NA,NA,97.7435645490654,-1.8891730405471296,21077,10-50K,y,y,05029,CONWAY,69,28.7,6,4 Small city-rural
AR,ARKANSAS,CRAIGHEAD COUNTY,99.42142486058134,NA,NA,99.48330650512648,0.06224175989422331,113993,100-500K,y,y,05031,CRAIGHEAD,67.5,30.1,4,4 Small city-rural
AR,ARKANSAS,CRAWFORD COUNTY,100.21699276203964,NA,NA,98.71897493697048,-1.494774273087738,61891,50-100K,y,y,05033,CRAWFORD,78.1,19.9,3,3 Medium metro
AR,ARKANSAS,CRITTENDEN COUNTY,101.1323787521866,NA,NA,100.42764164183671,-0.6968461723586526,47139,10-50K,y,y,05035,CRITTENDEN,47.9,50.1,2,2 Suburb of major metro
AR,ARKANSAS,CROSS COUNTY,99.638810785348,NA,NA,97.7199671150183,-1.9257994502397724,16420,10-50K,y,y,05037,CROSS,72.7,25.1,6,4 Small city-rural
AR,ARKANSAS,DALLAS COUNTY,100,NA,NA,100,0,6185,5-10K,y,y,05039,DALLAS,63.8,34.3,6,4 Small city-rural
AR,ARKANSAS,DESHA COUNTY,99.54100367105264,NA,NA,98.69570719798658,-0.8491942434692128,10479,10-50K,y,y,05041,DESHA,51.5,46.7,6,4 Small city-rural
AR,ARKANSAS,DREW COUNTY,99.15189434285712,NA,NA,99.45705387238094,0.30776974211767993,16945,10-50K,y,y,05043,DREW,66,32.2,6,4 Small city-rural
AR,ARKANSAS,FAULKNER COUNTY,98.30997348322344,NA,NA,98.4613719115751,0.15400108756767292,129951,100-500K,y,y,05045,FAULKNER,64.9,32.6,3,3 Medium metro
AR,ARKANSAS,FRANKLIN COUNTY,89.35288362763637,NA,NA,98.19784399861112,9.898908699840826,17468,10-50K,n,y,05047,FRANKLIN,80.1,17.7,6,4 Small city-rural
AR,ARKANSAS,FULTON COUNTY,95.25180113333334,NA,NA,94.96191425252525,-0.3043374270711316,12421,10-50K,y,n,05049,FULTON,80.1,18,6,4 Small city-rural
AR,ARKANSAS,GARLAND COUNTY,97.2997917513834,NA,NA,94.22819076847824,-3.1568422990601945,99784,50-100K,y,n,05051,GARLAND,67,30.7,4,4 Small city-rural
AR,ARKANSAS,GRANT COUNTY,98.62311879740636,NA,NA,98.59808021354463,-0.02538814850616866,18383,10-50K,y,y,05053,GRANT,83.6,14.8,3,3 Medium metro
AR,ARKANSAS,GREENE COUNTY,99.50100963438956,NA,NA,99.25400655712956,-0.2482417798247494,46743,10-50K,y,y,05055,GREENE,79.8,18.6,5,4 Small city-rural
AR,ARKANSAS,HEMPSTEAD COUNTY,99.05532229708334,NA,NA,100,0.9536869710881553,19343,10-50K,y,y,05057,HEMPSTEAD,68.9,29.2,6,4 Small city-rural
AR,ARKANSAS,HOT SPRING COUNTY,99.69675487554348,NA,NA,99.73228664918476,0.03563984974802017,33258,10-50K,y,y,05059,HOT SPRING,75.1,22.9,5,4 Small city-rural
AR,ARKANSAS,HOWARD COUNTY,95.07985063793105,NA,NA,99.51965712060304,4.669555592360988,12533,10-50K,y,y,05061,HOWARD,72.6,25.9,6,4 Small city-rural
AR,ARKANSAS,INDEPENDENCE COUNTY,99.13055367805384,NA,NA,96.53066656231884,-2.622689997453928,38320,10-50K,y,y,05063,INDEPENDENCE,78.7,19.2,5,4 Small city-rural
AR,ARKANSAS,IZARD COUNTY,99.17597509448818,NA,NA,94.35236818031495,-4.86368488898407,14169,10-50K,y,n,05065,IZARD,81.9,16,6,4 Small city-rural
AR,ARKANSAS,JACKSON COUNTY,100,NA,NA,99.4980392282353,-0.5019607717647006,16784,10-50K,y,y,05067,JACKSON,73.5,24.8,6,4 Small city-rural
AR,ARKANSAS,JEFFERSON COUNTY,97.05928431507128,NA,NA,99.081995716,2.0839957920590484,63661,50-100K,y,y,05069,JEFFERSON,39.2,59.2,4,4 Small city-rural
AR,ARKANSAS,JOHNSON COUNTY,100,NA,NA,98.31723936727272,-1.6827606327272804,26129,10-50K,y,y,05071,JOHNSON,74.7,23.3,6,4 Small city-rural
AR,ARKANSAS,LAFAYETTE COUNTY,100,NA,NA,80.5555556,-19.444444399999995,6095,5-10K,y,n,05073,LAFAYETTE,68.3,30,6,4 Small city-rural
AR,ARKANSAS,LAWRENCE COUNTY,99.66989889465648,NA,NA,99.14122136297708,-0.5304284819614036,16318,10-50K,y,y,05075,LAWRENCE,81,17,6,4 Small city-rural
AR,ARKANSAS,LEE COUNTY,100,NA,NA,86.6666667,-13.333333300000003,8201,5-10K,y,n,05077,LEE,46.9,50.4,6,4 Small city-rural
AR,ARKANSAS,LINCOLN COUNTY,100,NA,NA,100,0,12898,10-50K,y,y,05079,LINCOLN,74.2,24.1,4,4 Small city-rural
AR,ARKANSAS,LITTLE RIVER COUNTY,100,NA,NA,99.37469642957744,-0.6253035704225454,11805,10-50K,y,y,05081,LITTLE RIVER,76.4,22.1,4,4 Small city-rural
AR,ARKANSAS,LOGAN COUNTY,98.61466325845412,NA,NA,99.1295808463768,0.5221511395046544,21400,10-50K,y,y,05083,LOGAN,80,17.8,6,4 Small city-rural
AR,ARKANSAS,LONOKE COUNTY,99.81976800076502,NA,NA,99.59988724495304,-0.22027776683500797,75944,50-100K,y,y,05085,LONOKE,75.8,22.2,3,3 Medium metro
AR,ARKANSAS,MADISON COUNTY,98.53896103896103,NA,NA,99.61038960844157,1.087314660296538,17775,10-50K,y,y,05087,MADISON,78.5,19.9,3,3 Medium metro
AR,ARKANSAS,MARION COUNTY,97.718663892562,NA,NA,94.55393095123966,-3.238616672861832,17514,10-50K,y,n,05089,MARION,79.4,19.1,6,4 Small city-rural
AR,ARKANSAS,MILLER COUNTY,99.20215089823527,NA,NA,98.97357263231444,-0.2304166430376516,42415,10-50K,y,y,05091,MILLER,74.9,23.8,4,4 Small city-rural
